#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-03-19T13:12:33 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ6054a3083b2e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/640/A1&tab:{J/A+A/640/A1/nodup}&key:source=J/A+A/640/A1/nodup&HTTPPRM:&
#-c=IC2391
#-c.eq=J2000
#-c.r=  10
#-c.u=deg
#-c.geom=r
#-source=J/A+A/640/A1/nodup
#-order=I
#-out=RA_ICRS
#-out=DE_ICRS
#-out=GaiaDR2
#-out=Plx
#-out=pmRA*
#-out=pmDE
#-out=RV
#-out=o_Gmag
#-out=Gmag
#-out=BP-RP
#-out=proba
#-out=Cluster
#-out=Teff50
#-out=_RA.icrs
#-out=_DE.icrs
#
#INFO	-c=130.133333-53.033333,rd=10.	
#Constraint -bmark=POST

#RESOURCE=yCat_36400001
#Name: J/A+A/640/A1
#Title: Portrait Galactic disc (Cantat-Gaudin+, 2020)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_640_A1_nodup:
#Name: J/A+A/640/A1/nodup
#Title: Members
#Column	RA_ICRS	(F15.11)	Right ascension (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Declination (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	GaiaDR2	(I19)	Gaia DR2 source ID	[ucd=meta.id;meta.main]
#Column	Plx	(D24.17)	Absolute stellar parallax	[ucd=pos.parallax]
#Column	pmRA*	(D25.18)	Proper motion in right ascension direction (pmRA*cosDE)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(D25.18)	Proper motion in declination direction	[ucd=pos.pm;pos.eq.dec]
#Column	RV	(F24.19)	? Spectroscopic radial velocity in the solar barycentric reference frame	[ucd=phys.veloc;pos.heliocentric]
#Column	o_Gmag	(I4)	Number of observations contributing to G photometry	[ucd=meta.number]
#Column	Gmag	(F10.7)	G-band mean magnitude	[ucd=phot.mag;em.opt]
#Column	BP-RP	(D16.9)	? BP-RP colour	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	proba	(F8.5)	Membership probability	[ucd=stat.probability]
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id.parent]
#Column	Teff50	(F14.8)	? Effective temperature (Anders et al., 2019A&A...628A..94A, Cat. I/349)	[ucd=phys.temperature.effective]
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
RA_ICRS|DE_ICRS|GaiaDR2|Plx|pmRA*|pmDE|RV|o_Gmag|Gmag|BP-RP|proba|Cluster|Teff50|_RA.icrs|_DE.icrs
145.91102424966|-50.79854097930|5405857086738272896| 1.89521437123356007e-01|-4.509269860974069566e+00| 3.702359837152950028e+00|                        | 321|16.3336350| 1.913978600e+00| 1.00000|SAI_109          | 4873.67600000|145.91105496708|-50.79855692001
145.75556690715|-50.79742884626|5408858925275184512| 1.24985814890831003e-02|-4.791593607934530041e+00| 3.833675352581059848e+00|                        | 289|16.4368610| 1.202549900e+00| 0.80000|SAI_109          | 7370.25600000|145.75559954701|-50.79744535236
145.77824375263|-50.79733219066|5405856605701809536| 1.48258493662502988e-01|-4.444296203308550020e+00| 3.441525978109820194e+00|                        | 294|15.5517610| 1.998807900e+00| 0.70000|SAI_109          | 4587.80960000|145.77827402666|-50.79734700834
145.87763466956|-50.79728573655|5405857803979947392| 1.38737318148818012e-01|-4.362827931602449638e+00| 3.495633687490169894e+00|                        | 314|17.3426190| 1.314289100e+00| 0.70000|SAI_109          | 5453.69600000|145.87766438861|-50.79730078719
145.89258067232|-50.79596632353|5405857155457745664|-8.32242377280948964e-02|-4.514810854313510369e+00| 3.626044832535530116e+00|                        | 293|16.4982000| 1.966492700e+00| 0.80000|SAI_109          | 4726.40600000|145.89261142580|-50.79598193567
145.88162574044|-50.79577587066|5405857808292770944| 7.37032500759672998e-02|-4.601314938316299674e+00| 3.755887588283279843e+00|                        | 300|16.1593000| 2.010364500e+00| 0.90000|SAI_109          | 4934.98240000|145.88165708303|-50.79579204184
145.86649215208|-50.79499776092|5405857803979953408| 2.02788940015902995e-02|-4.380377525828749619e+00| 3.826960217910710060e+00|                        | 304|17.6321350| 1.696910900e+00| 0.70000|SAI_109          | 4846.67300000|145.86652198922|-50.79501423811
145.93821025340|-50.79389482134|5405857292896712448|-4.40769964944680986e-02|-4.138711043713500182e+00| 3.754474998294659915e+00|                        | 326|16.8396550| 1.977376900e+00| 0.70000|SAI_109          | 4325.08100000|145.93823844376|-50.79391098643
126.79462621434|-50.79325827879|5322587429018592768| 8.67508428456288949e-01|-5.493859963073060015e+00| 6.134511789189009967e+00|                        | 260|13.5913870| 8.303547000e-01| 1.00000|UBC_247          | 6096.79541016|126.79466363463|-50.79328469127
145.91813090814|-50.79190842515|5405857116785197440| 3.71847559488948029e-02|-4.414724388650159703e+00| 3.565040373193829826e+00|                        | 314|17.1287730| 1.259414700e+00| 0.70000|SAI_109          | 5499.50440000|145.91816097725|-50.79192377463
145.77315926924|-50.79033947308|5408859028354407296| 3.57720631946948989e-02|-4.093262110462170256e+00| 4.218965572727760183e+00|                        | 298|16.2282500| 2.056780800e+00| 0.70000|SAI_109          | 4918.60550000|145.77318714790|-50.79035763806
145.92353624261|-50.79025681005|5405857121098018816| 7.29196216189999941e-02|-4.570079011729090368e+00| 3.716503043928559791e+00|                        | 294|16.9014170| 1.305084200e+00| 0.90000|SAI_109          | 6461.32100000|145.92356736876|-50.79027281166
145.87125626837|-50.78988518326|5405857808292771712| 1.24879065874119996e-01|-4.546699711562159685e+00| 3.888250449827209909e+00|                        | 289|17.4801770| 1.338140500e+00| 0.80000|SAI_109          | 4921.60000000|145.87128723503|-50.78990192433
126.53346014508|-50.78905844506|5322566400857901952| 8.15584166900473972e-01|-5.352901541435340249e+00| 6.436160331776719978e+00|                        | 228|13.6565950| 8.321399700e-01| 1.00000|UBC_247          | 6904.66552734|126.53349660199|-50.78908615630
145.91765271385|-50.78813340180|5405857121098018560|-1.07435444117465001e-01|-4.564436447796680341e+00| 3.611718940947319822e+00|                        | 312|17.2766300| 1.209468800e+00| 0.80000|SAI_109          | 5488.30600000|145.91768380015|-50.78814895226
145.88663546941|-50.78784271413|5405857907061284864|-2.24486296327301993e-02|-4.379807156229669651e+00| 3.607660299628519862e+00|                        | 309|17.8589000| 1.354974700e+00| 0.80000|SAI_109          |              |145.88666529810|-50.78785824710
145.93179552161|-50.78668226740|5405857499055144960|-6.84368820144500012e-02|-4.391502648821520083e+00| 3.669422183316799924e+00|                        | 318|17.5058100| 1.265623100e+00| 0.70000|SAI_109          | 5286.83350000|145.93182542921|-50.78669806630
145.86080076475|-50.78610111847|5405857872699465728| 9.52711604756755065e-02|-4.310165849172220121e+00| 3.612006612359759838e+00|                        | 315|17.7801060| 1.308227500e+00| 0.70000|SAI_109          | 5542.05660000|145.86083011806|-50.78611667016
145.84173553576|-50.78603897791|5405857842652502144|-1.11512638283660995e-02|-4.299992586466069966e+00| 3.736785233681970020e+00|                        | 306|15.3145970| 2.050026000e+00| 1.00000|SAI_109          | 4511.20500000|145.84176481974|-50.78605506684
126.67420149868|-50.78600432365|5322566916254029056| 9.29894109378024969e-01|-4.886435035371260227e+00| 6.227900598837149637e+00|                        | 239|16.8754620| 1.470094700e+00| 1.00000|UBC_247          | 4792.27783203|126.67423477646|-50.78603113822
145.91418045095|-50.78517369578|5405857189808073856| 1.55858318044270999e-01|-4.420008357608930183e+00| 3.772316007980269781e+00|                        | 321|17.5290660| 1.250322300e+00| 0.70000|SAI_109          | 6368.14060000|145.91421055171|-50.78518993769
145.87593986548|-50.78465819705|5405857907059211264| 5.49360350393246002e-02|-4.443289321449969798e+00| 3.811728038545580066e+00|                        | 302|16.9440750| 1.345575300e+00| 0.70000|SAI_109          | 4981.27930000|145.87597012445|-50.78467460866
126.77645890214|-50.78315171105|5322564236194468736| 8.54081874026639043e-01|-5.160187711187790072e+00| 6.078269755636630300e+00|                        | 248|15.2086220| 1.256991400e+00| 1.00000|UBC_247          | 6093.14160156|126.77649404210|-50.78317788137
145.94124771294|-50.78302116306|5405857499055149568| 6.35282624873467067e-02|-4.584479404126209801e+00| 3.683284332197089839e+00|                        | 333|16.1814140| 1.919615700e+00| 0.90000|SAI_109          | 4724.03170000|145.94127893233|-50.78303702164
145.92259813156|-50.78282318508|5405857499055144320| 2.81485669742904988e-02|-4.452177209279129855e+00| 3.851920823862290177e+00|                        | 294|16.1643070| 1.887726800e+00| 0.90000|SAI_109          | 4712.82960000|145.92262844987|-50.78283976973
126.45313767585|-50.78192088607|5322577980089701632| 8.96390099802673035e-01|-5.055686474564679678e+00| 6.110681219402030351e+00|                        | 226|15.2349630| 1.105004300e+00| 1.00000|UBC_247          | 5870.53515625|126.45317210326|-50.78194719594
145.77562213960|-50.78156436675|5408859028354540544|-4.20728313849787032e-03|-4.194349368446940396e+00| 4.147188490347340384e+00|                        | 275|16.7239440| 2.039463000e+00| 0.70000|SAI_109          | 4697.95600000|145.77565070139|-50.78158222269
145.66954191273|-50.78062257783|5408859578110202752| 1.97438110572282000e-01|-4.271760755288189770e+00| 3.513086187095530111e+00|                        | 286|15.7820020| 2.160860000e+00| 0.70000|SAI_109          | 4597.79600000|145.66957100107|-50.78063770361
145.86326001961|-50.77939311018|5405857980091467648| 1.36559839850521007e-02|-4.276659683096900366e+00| 3.830962965494930206e+00|                        | 302|16.4835970| 1.928180700e+00| 0.80000|SAI_109          |              |145.86328914055|-50.77940960460
127.47263471996|-50.77681518554|5322391853384827136| 2.85403345426450983e+00|-1.239140789159399958e+01| 2.815732518193220013e+00|                        | 205|17.9673140| 2.888092000e+00| 0.80000|UPK_535          | 3246.56470000|127.47271909177|-50.77682730880
145.81835447187|-50.77245042037|5405858117530410752| 4.93888672816266000e-02|-4.450902891276210305e+00| 3.772946412630670210e+00|  82.3309677817068035210| 300|13.6297590| 2.287072200e+00| 1.00000|SAI_109          | 4084.88260000|145.81838477478|-50.77246666500
126.66723609627|-50.76921856135|5322567362930620544| 9.37889995189936987e-01|-5.083469203697710270e+00| 6.005624791179180022e+00|                        | 251|15.6864990| 1.180624000e+00| 1.00000|UBC_247          | 5778.68652344|126.66727070347|-50.76924441889
126.67784343324|-50.76850858567|5322567358626196736| 8.77616323896692974e-01|-5.124090308709120301e+00| 5.942539829263989937e+00|                        | 256|12.0192230| 4.209652000e-01| 1.00000|UBC_247          |11018.73046875|126.67787831646|-50.76853417160
126.76539703110|-50.76714732385|5322567191132045184| 8.91835646932862991e-01|-5.157686177503469693e+00| 6.120615216943789960e+00|                        | 244|15.7389360| 1.389514900e+00| 1.00000|UBC_247          | 5754.04101562|126.76543214200|-50.76717367649
121.51703171363|-50.76607647800|5514111458235551872| 2.92009195075715011e+00|-6.674266449724729711e+00| 2.096998088325929821e+00|                        | 254|16.8983400| 2.515380900e+00| 0.90000|UPK_533          | 3939.21800000|121.51707714759|-50.76608550673
126.77149348245|-50.76580533079|5322590658834050176| 8.66555789437258972e-01|-4.887524801005410424e+00| 6.075894785855470381e+00|                        | 192|15.2771900| 1.403809500e+00| 1.00000|UBC_247          | 5502.11865234|126.77152675327|-50.76583149089
126.73686281079|-50.76560737463|5322567225491692032| 8.69551277547744972e-01|-4.916628625354760196e+00| 6.060592875773480159e+00|                        | 243|14.7431180| 1.121362700e+00| 1.00000|UBC_247          | 6083.93701172|126.73689627960|-50.76563346884
121.82349120666|-50.76275574350|5514130772709341824| 2.90876337239952987e+00|-7.257727515731019707e+00| 2.575726032938280063e+00|                        | 283|16.0716040| 2.485281000e+00| 0.90000|UPK_533          |              |121.82354060892|-50.76276683343
127.16406562262|-50.76028145916|5322400134082677248| 2.89094339409041989e+00|-1.215168585378030031e+01| 3.258166937091619975e+00|                        | 245|14.5598120| 1.692655600e+00| 1.00000|UPK_535          | 5684.14700000|127.16414833295|-50.76029548735
145.91182768620|-50.75806723027|5405858358048613632| 7.56897683712748001e-03|-4.338119219517330372e+00| 3.698397173733150023e+00|                        | 315|16.2795850| 1.930399900e+00| 0.80000|SAI_109          | 4810.21440000|145.91185721217|-50.75808315393
145.79003978018|-50.75713909017|5408860540182910848| 1.48449522714281995e-01|-4.394067398649969647e+00| 3.700512476283269958e+00|                        | 297|16.1496030| 1.653606400e+00| 0.90000|SAI_109          | 6510.00540000|145.79006968635|-50.75715502293
145.79189436354|-50.75577394226|5408860540182912128| 1.49925954465255001e-01|-4.278976231917829942e+00| 3.805750667562080025e+00|                        | 286|16.9686070| 1.239265400e+00| 0.70000|SAI_109          | 5512.96200000|145.79192348555|-50.75579032813
145.92360649322|-50.75395793840|5405857602134372352| 2.22360993442478005e-01|-4.411322583813079845e+00| 3.933052836300550137e+00|                        | 343|17.0940460| 1.422773400e+00| 0.80000|SAI_109          | 6512.24170000|145.92363651479|-50.75397487238
145.93053444495|-50.75392481772|5405857602134374784| 1.62694520429427003e-01|-4.070142214749560061e+00| 4.450768115074920317e+00|                        | 322|16.7448460| 1.791656500e+00| 0.70000|SAI_109          | 4724.21040000|145.93056214458|-50.75394398075
126.41899691439|-50.75306416603|5322579010881837440| 8.31380119338167023e-01|-4.946137219613859770e+00| 6.150087651842910397e+00|                        | 209|12.9473380| 5.120973600e-01| 1.00000|UBC_247          |10422.04492188|126.41903057505|-50.75309064557
126.32997097960|-50.75062419335|5322581931459573632| 8.85615102038631030e-01|-4.864801174373829973e+00| 6.393726241168730340e+00|                        | 210|15.3005380| 1.185415300e+00| 1.00000|UBC_247          | 6008.87939453|126.33000408500|-50.75065172189
145.78612536193|-50.74707624070|5408860608902392064| 2.73602287539744027e-01|-4.175606997650610275e+00| 4.419176750093029682e+00|                        | 331|16.5442450| 1.237674700e+00| 0.80000|SAI_109          | 7003.05370000|145.78615377514|-50.74709526771
142.45498472036|-50.74555365412|5312971645773143296| 4.90848323709706991e-01|-5.365758733207099951e+00| 3.546744575380900155e+00|                        | 364|16.7563270| 1.727291100e+00| 0.70000|FSR_1484         | 6280.43700000|142.45502123086|-50.74556892482
126.65745011427|-50.74530841793|5322568183259916160| 8.78368527180014014e-01|-5.182531072340239575e+00| 6.213233167030449700e+00|                        | 253|12.3602690| 4.013862600e-01| 1.00000|UBC_247          | 8114.63378906|126.65748537784|-50.74533516934
142.50830317263|-50.74477889650|5312970962888896000| 4.04469146400811996e-01|-5.281476185180750349e+00| 3.458649057940249794e+00|                        | 367|15.2224580| 1.159778600e+00| 0.90000|FSR_1484         | 8182.93800000|142.50833910905|-50.74479378790
126.79968331921|-50.74313287642|5322590796272994688| 8.93507424834177999e-01|-5.045939257610309703e+00| 6.098250245654740276e+00|                        | 244|14.4057610| 1.039697600e+00| 1.00000|UBC_247          | 6417.57519531|126.79971765178|-50.74315913277
127.10588026607|-50.73806754232|5322401091852451840| 2.85039589168263019e+00|-1.220935395502280052e+01| 2.786695586130590208e+00|                        | 211|17.7528930| 2.972755400e+00| 0.90000|UPK_535          | 3336.30700000|127.10596332949|-50.73807954057
126.64303280111|-50.73620023947|5322568393722899968| 9.02949319382068016e-01|-5.059180366517179728e+00| 6.075084203198190202e+00|                        | 248|14.7003480| 9.845352000e-01| 1.00000|UBC_247          | 6148.11230469|126.64306721868|-50.73622639608
119.93042388787|-50.73345120931|5513993952231572096| 2.07766548593335010e+00|-5.321156497110219874e+00| 5.670237694433489573e+00|                        | 191|13.6853890| 1.179712300e+00| 1.00000|UBC_480          | 6034.18603516|119.93046008553|-50.73347562283
126.25372099109|-50.72903176244|5322577121096181888| 8.44581174935678969e-01|-5.109855011583239737e+00| 6.166902382868250321e+00|                        | 213|13.8204420| 8.174524300e-01| 1.00000|UBC_247          | 6965.19726562|126.25375574807|-50.72905831437
126.59155895952|-50.72782509480|5322579796851484032| 8.42565503856342990e-01|-5.128772783772729937e+00| 6.307108938382389951e+00|                        | 264|13.7143130| 7.789659500e-01| 1.00000|UBC_247          | 7067.73974609|126.59159384429|-50.72785225040
126.95509560260|-50.72717322170|5322588803408142720| 8.34247896358865981e-01|-5.075039088507029561e+00| 6.149586168126919716e+00|                        | 236|11.8596610| 4.503965400e-01| 1.00000|UBC_247          |10378.36816406|126.95513012140|-50.72719969908
126.76293181254|-50.72680440753|5322590968071690752| 8.27445090310376052e-01|-5.089486002633700323e+00| 6.046578559114760054e+00|                        | 214|13.1257305| 8.363714000e-01| 1.00000|UBC_247          | 6247.10058594|126.76296642933|-50.72683044140
126.27737350720|-50.72225924653|5322577086736448256| 8.74855655330869952e-01|-4.904418350574760055e+00| 5.991183234985389738e+00|                        | 221|16.9759040| 1.522338900e+00| 1.00000|UBC_247          | 4819.96484375|126.27740686200|-50.72228504189
142.48431186532|-50.72202066397|5312971787522621568| 4.31016816801042979e-01|-5.219574345379119684e+00| 3.503236446624820033e+00|                        | 373|16.4512180| 1.514977500e+00| 0.90000|FSR_1484         | 9366.21400000|142.48434736329|-50.72203574735
126.85065527130|-50.72160190689|5322588253652340352| 8.44801043049808964e-01|-5.122923452644210229e+00| 6.184976185598710430e+00|                        | 234|15.8999930| 1.285665500e+00| 1.00000|UBC_247          | 5661.61376953|126.85069011165|-50.72162853665
126.78405452020|-50.72128229310|5322590860687237888| 8.43767575391187963e-01|-5.292877440632709707e+00| 5.944186520899269688e+00|                        | 258|13.5942460| 8.475494400e-01| 1.00000|UBC_247          |              |126.78409051613|-50.72130788612
142.58070946134|-50.72039501129|5312976941483529344| 4.32874426772194010e-01|-5.135873782955539646e+00| 3.399795956032400035e+00|                        | 347|15.7914660| 1.423426600e+00| 0.80000|FSR_1484         | 5892.12260000|142.58074438886|-50.72040964929
142.44522794296|-50.71789035417|5312971959321307392| 3.73950179052426002e-01|-5.231776212780750335e+00| 3.502234905999849879e+00|                        | 349|15.2616000| 1.369901700e+00| 0.90000|FSR_1484         |10174.55700000|142.44526352077|-50.71790543323
120.88545894475|-50.71760978102|5514167189731322496| 2.93167819227245996e+00|-6.354594326607969634e+00| 2.361549197780949960e+00|                        | 220|17.7090970| 2.560337000e+00| 1.00000|UPK_533          | 3333.45920000|120.88550215784|-50.71761994879
142.43843183475|-50.71693747041|5312971924961567872| 3.99626371239249989e-01|-5.063925249760219849e+00| 3.568020929513750161e+00|                        | 367|14.5911290| 1.334987600e+00| 1.00000|FSR_1484         | 7590.49400000|142.43846627043|-50.71695283272
139.99724886670|-50.71466325864|5313575041448454784| 6.84783099484615021e-01|-8.188660137254769822e+00| 6.841270828374589996e+00|                        | 343|13.6660185| 8.237772000e-01| 1.00000|UBC_486          | 6607.42285156|139.99730454850|-50.71469271409
142.44986248737|-50.71442131298|5312971959321309056| 3.80615217305997011e-01|-5.038397485838579826e+00| 3.490449282428429889e+00|                        | 357|16.1379130| 1.757362400e+00| 0.80000|FSR_1484         | 6112.26370000|142.44989674761|-50.71443634130
142.46302668422|-50.71349614729|5312971993681049856| 4.14381741631242972e-01|-5.184928485338359927e+00| 3.609952209804780043e+00|                        | 373|15.7901010| 1.361967100e+00| 1.00000|FSR_1484         | 8711.12700000|142.46306194015|-50.71351169014
142.43519125856|-50.71328552491|5312971955010877696| 4.11914792298253007e-01|-5.092223449014680270e+00| 3.516472160582929884e+00|                        | 371|15.0492200| 1.367292400e+00| 0.90000|FSR_1484         | 7676.88670000|142.43522588397|-50.71330066527
142.34241237603|-50.71316416819|5313722371704103936| 3.34474438164850008e-01|-5.211983901102249739e+00| 3.478897250002550123e+00|                        | 356|16.5709100| 1.612017600e+00| 0.80000|FSR_1484         | 9219.91400000|142.34244781568|-50.71317914677
142.37900360815|-50.71006070387|5313722238566000896| 3.73093271475618993e-01|-5.272252920776709928e+00| 3.562247557601319947e+00|                        | 365|15.5172400| 1.464210500e+00| 0.80000|FSR_1484         | 8990.88700000|142.37903945523|-50.71007604132
142.39283349149|-50.70795210020|5313722238566004608| 4.55340269135218023e-01|-5.074503942844789783e+00| 3.672884813552789840e+00|                        | 339|17.4763720| 1.790609400e+00| 0.80000|FSR_1484         | 8168.30030000|142.39286799249|-50.70796791400
142.45297595292|-50.70746742138|5312971959321312256| 3.85204260904335016e-01|-5.233247777323610350e+00| 3.581776670081359804e+00|                        | 375|15.0243630| 1.347406400e+00| 1.00000|FSR_1484         | 8946.97000000|142.45301153283|-50.70748284291
119.63154735756|-50.70724942487|5513982506137553536| 2.06237149172579981e+00|-5.224585206546700000e+00| 5.711788117028310019e+00|                        | 203|16.9037250| 2.415431000e+00| 1.00000|UBC_480          | 3878.33666992|119.63158287842|-50.70727401728
145.91971263909|-50.70630744244|5405858564207067648| 2.05978311055136989e-02|-4.617645346933890060e+00| 3.743380323940599830e+00|                        | 315|16.0141680| 1.840404500e+00| 0.80000|SAI_109          | 4754.79200000|145.91974403285|-50.70632355977
121.57089551526|-50.70565724510|5514112287169716608| 2.82551006808727978e+00|-6.534018265141500414e+00| 2.366517602264159859e+00|                        | 271|15.5304660| 1.849534000e+00| 1.00000|UPK_533          | 4906.81350000|121.57093993716|-50.70566743427
142.39034900539|-50.70562309171|5313722238566004992| 4.38771056168076989e-01|-5.095123909821210439e+00| 3.414675721409219822e+00|                        | 353|16.1034090| 1.493277500e+00| 0.80000|FSR_1484         | 8475.76900000|142.39038364486|-50.70563779378
142.48565114838|-50.70482788657|5312972023736998144| 3.90526396533307008e-01|-5.180254768695290224e+00| 3.646129916564690099e+00|                        | 374|16.2415730| 1.714268700e+00| 1.00000|FSR_1484         | 6993.16260000|142.48568636602|-50.70484358517
142.48814658545|-50.70389242968|5312972028040796416| 3.99849262414313011e-01|-5.206204628251930089e+00| 3.464986479279219989e+00|                        | 365|13.0359470| 1.433242800e+00| 1.00000|FSR_1484         | 9389.27800000|142.48818197880|-50.70390734836
142.47654985259|-50.70255710025|5312972028040795136| 3.90750457000341000e-01|-5.174757134315970397e+00| 3.641593822386670176e+00|                        | 369|14.2184670| 1.301447900e+00| 1.00000|FSR_1484         | 8608.83600000|142.47658503115|-50.70257277933
126.45672465865|-50.70023017659|5322579594997389568| 9.48961288651364976e-01|-4.895817421003820336e+00| 6.049241281389679870e+00|                        | 235|16.7178480| 1.468303700e+00| 1.00000|UBC_247          | 4926.22558594|126.45675793930|-50.70025622193
120.02265754446|-50.69357790496|5513994227109018752| 2.06524373242080994e+00|-5.372732059249660352e+00| 5.653152285569579938e+00|                        | 208|10.9314550| 3.544216200e-01| 1.00000|UBC_480          | 7740.02587891|120.02269406189|-50.69360224491
126.33889435854|-50.69349432976|5322582343776427264| 8.26122077961131018e-01|-4.943896636925799726e+00| 6.163423941199620337e+00|                        | 228|14.8534700| 1.071239500e+00| 1.00000|UBC_247          | 6329.63671875|126.33892796120|-50.69352086672
142.38147620394|-50.69166466244|5313722822681561344| 3.98619618171202006e-01|-5.211834938948790352e+00| 3.393031806391539895e+00|                        | 326|14.0777590| 1.230454400e+00| 0.80000|FSR_1484         | 7628.24560000|142.38151162633|-50.69167927132
120.09390430840|-50.69104984610|5513992818359757696| 2.07672291335049986e+00|-5.461447664174640337e+00| 5.570258763760019605e+00|                        | 224| 8.3270060| 4.878711700e-02| 1.00000|UBC_480          | 9743.44726562|120.09394142682|-50.69107382915
139.82605333895|-50.69094822064|5313617269569628800| 6.44833879694407974e-01|-8.103517858933059870e+00| 7.104528932399039931e+00|                        | 329|13.0441370| 4.764585500e-01| 1.00000|UBC_486          |10937.77734375|139.82610841393|-50.69097880957
128.05452103565|-50.68789508842|5322723081264770176| 3.20434995361353980e+00|-1.347811430724090087e+01| 2.871909827574949947e+00|                        | 242|17.2396000| 2.835823000e+00| 1.00000|UPK_535          | 3147.20360000|128.05461263268|-50.68790745355
142.42816705277|-50.68477538495|5313722685242622080| 4.07606646721547006e-01|-4.984532039704830275e+00| 3.494841794440609828e+00|                        | 358|15.8894300| 1.612155900e+00| 0.80000|FSR_1484         | 6687.51400000|142.42820092532|-50.68479043218
139.69453900247|-50.68063320813|5313616410576156288| 6.26488428242913953e-01|-8.180608092317960711e+00| 6.864791170334820336e+00|                        | 307|12.6563630| 3.802786000e-01| 1.00000|UBC_486          | 7692.24755859|139.69459458916|-50.68066276486
142.41114012759|-50.67962050275|5313722650882882560| 4.03192238094246980e-01|-5.139280565339969797e+00| 3.623857415975599849e+00|                        | 354|15.7001980| 1.406904200e+00| 1.00000|FSR_1484         | 8922.34300000|142.41117504790|-50.67963610546
126.71443938468|-50.67940984836|5322592063278079488| 7.93105403197893022e-01|-5.025287805677230324e+00| 6.412383382530229881e+00|                        | 244|12.0197820| 5.108375500e-01| 1.00000|UBC_247          | 9585.39062500|126.71447353029|-50.67943745723
145.88464837347|-50.67935830763|5405864714600074240| 1.33441740144508991e-01|-4.431358806858609611e+00| 4.096975128081649764e+00|                        | 319|16.5829750| 1.865450900e+00| 0.70000|SAI_109          | 4676.75900000|145.88467848343|-50.67937594738
142.46104189065|-50.67904493231|5312972096760199296| 3.95722503740143006e-01|-5.096300045179019911e+00| 3.533079784003509971e+00|                        | 395|15.2075500| 1.386760700e+00| 1.00000|FSR_1484         | 8237.70000000|142.46107651849|-50.67906014418
126.87323057141|-50.67682781784|5322591380388522240| 8.52618089099836052e-01|-5.179160895869340031e+00| 6.193233345427319847e+00|                        | 263|15.3408460| 1.169676800e+00| 1.00000|UBC_247          | 6266.16406250|126.87326576061|-50.67685448315
142.45190769605|-50.67615460652|5313722719602373376| 4.18138421519654024e-01|-5.296736743407920223e+00| 3.657224744969679975e+00|                        | 377|14.1287330| 1.368456800e+00| 1.00000|FSR_1484         | 8515.82400000|142.45194368358|-50.67617035290
142.44480949621|-50.67590676558|5313722719602371328| 4.13786642139253980e-01|-5.246045562698210318e+00| 3.504643761584610218e+00|                        | 392|16.1995200| 1.537234300e+00| 0.90000|FSR_1484         | 9660.75200000|142.44484513914|-50.67592185501
142.42432573139|-50.67251254266|5313722753962105472| 4.38344338805047973e-01|-5.161196585043070328e+00| 3.580361170794740033e+00|                        | 386|15.5386190| 1.353896100e+00| 0.90000|FSR_1484         | 8400.27400000|142.42436079531|-50.67252795810
125.98051456284|-50.67249640056|5322626702200112768| 3.07379380516858003e+00|-1.232448356242229970e+01| 3.347107657557359950e+00|                        | 232|16.7911990| 2.727117500e+00| 1.00000|UPK_535          | 3661.07840000|125.98059829235|-50.67251081169
142.56592964598|-50.66912636456|5312978178433984896| 3.87395560662813998e-01|-5.233449493965710353e+00| 3.519143032014429906e+00|                        | 336|15.1321680| 1.365796100e+00| 0.90000|FSR_1484         |12054.17500000|142.56596519819|-50.66914151642
119.97245503086|-50.66851413473|5513995292260895360| 2.05063464225990000e+00|-5.482669284949269972e+00| 5.476858423636469908e+00|                        | 241|11.2685080| 4.568166700e-01| 1.00000|UBC_480          | 7463.93652344|119.97249227561|-50.66853771564
126.77224263655|-50.66777392968|5322591930144349824| 8.31027482752429991e-01|-5.021465155725370444e+00| 6.100888508945139677e+00|                        | 257|14.5979520| 1.025342000e+00| 1.00000|UBC_247          | 6367.26611328|126.77227674772|-50.66780019739
142.40406994065|-50.66314736291|5313722960120683136| 4.33929769448619995e-01|-5.129470348541519620e+00| 3.440649669691540069e+00|                        | 364|16.2389660| 1.586882600e+00| 0.80000|FSR_1484         | 9858.41100000|142.40410478207|-50.66316217682
